fn,clause,codes
Indobit-A-NYT1981 - July 1 - Sep 30-200.txt, vice president for development at Tougaloo College in Mississippi and pastor emeritus of the Broadway Church of Christ in New York City,isco08-1120/11/2636/112/1111/1112/1114 (president),isco08-1120/121/12 (vice president),isco08-2636 (pastor),naics-61 (tougaloo college),naics-81 (broadway church of christ),naics-71 (broadway),naics-61 (college),naicsKZ-2636 (pastor),naicsKZ-1120 (president),naicsKZ-1120 (vice)
Indobit-A-NYT1981 - Oct 1 - Dec 31-16.txt," retired editor and publisher of Croton-Cortlandt News in Croton-on-Hudson, N.Y.",isco08-243 (publisher),isco08-264/12/2541/2641/2642/2651 (editor),naics-51 (croton-cortlandt news),naicsKZ-2641/2642 (publisher),naicsKZ-2641/2642 (editor)
Indobit-A-NYT1982_1501-1630-97.txt, a publisher and broadcasting executive,isco08-2642 (broadcasting executive),isco08-243 (publisher),isco08-11/12 (executive),naicsKZ-1120 (executive),naicsKZ-2641/2642 (publisher)
Indobit-A-NYT1982_1001-1500-120.txt, who retired from The New York Times in 1980 after more than 40 years as an editor in the sports department,isco08-264/12/2541/2641/2642/2651 (editor),naics-51 (new york times),naics-51 (the new york times),naicsKZ-2641/2642 (editor)
Indobit-A-NYT1981 - April 1 - June 30-248.txt, a United Nations official who was a former Minister of Industry and Commerce in his native Peru,isco08-1112/1111 (minister),naics-81 (united nations)
Indobit-A-NYT1981 - April 1 - June 30-439.txt, chief of the drug metabolism section of the Walter Reed Army Institute and an authority on drugs to prevent malaria,isco08-11 (army),isco08-1112/1 (chief),naics-54 (walter reed army institute)
Indobit-A-NYT1981 - July 1 - Sep 30-30.txt, a social historian and editor who frequently wrote about houses and architecture,OccTitleAlec-052(historian),isco08-2633 (historian),isco08-2633 (social historian),isco08-264/12/2541/2641/2642/2651 (editor),naicsKZ-2161/2162 (architecture),naicsKZ-2633 (historian),naicsKZ-2641/2642 (editor)
Indobit-A-NYT1987 - Jan 1 - March 31-243.txt, the first Administrator of the General Services Administration and former chairman and president of the Air Force Association,isco08-1/12 (administrator),isco08-1120/11/2636/112/1111/1112/1114 (president),isco08-1120/1/263/1345/11/112/1112 (chairman),isco08-11 (general),naics-81 (air force association),naics-92 (general services administration),naicsKZ-1120 (chairman),naicsKZ-1120 (president)
Indobit-A-NYT1983 - Jan 1 - March 31-215.txt, a financial-management consultant,isco08-2412 (financial-management consultant),isco08-2/2631/231 (consultant)
Indobit-A-NYT1981 - April 1 - June 30-61.txt, former president and chairman of the board of the Belgian Line,isco08-1120/11/2636/112/1111/1112/1114 (president),isco08-112 (chairman of the board),isco08-1120/1/263/1345/11/112/1112 (chairman),naics-48 (belgian line),naicsKZ-1120 (chairman),naicsKZ-1120 (president)
Indobit-A-NYT1980_501-904-218.txt, a New York City corporate and tax lawyer and longtime member of the Army Reserve,OccTitleAlec-110–111(lawyer),isco08-11 (army),isco08-2611 (lawyer),isco08-261 (corporate and tax lawyer),naicsKZ-2611 (lawyer)
Indobit-A-NYT1985 - Jan 1 - March 31-178.txt, a Hebraic and Arabic scholar and an authority on Islamic civilization,isco08-231 (scholar),isco08-263 (hebraic and arabic scholar)
Indobit-A-NYT1981 - July 1 - Sep 30-301.txt, who brought life to the comic strip ''Freckles and His Friends'' and wrote material for Groucho Marx and other entertainers,naics-71 (comic strip)
Indobit-A-NYT1986_501-1000-343.txt," a writer for radio and television, editor and film maker",KZ-Forms of Music (radio),isco08-2654 (film maker),isco08-2641 (writer),isco08-264/12/2541/2641/2642/2651 (editor),naics-51/71 (television),naics-51 (radio),naicsKZ-2652/2654/2655/2656 (radio),naicsKZ-2641/2642 (writer),naicsKZ-2641/2642 (editor),naicsKZ-2654/2655 (television),naicsKZ-2654/2655 (film)
Indobit-A-NYT1984_501-1000-389.txt," described in the country singer's autobiography as ''the one I feel most sentimental about,'' drowned trying to ford the Duck River on horseback",OccTitleAlec-152(singer),KZ-Genre (country),isco08-2652 (singer's),naicsKZ-2652 (singer)
Indobit-A-NYT1983 - Oct 1 - Dec 31-304.txt," manager of staff and labor relations for Reuters North America, whose headquarters are in Manhattan",isco08-1212 (manager of staff),naicsKZ-1120 (manager)
Indobit-A-NYT1983 - Oct 1 - Dec 31-173.txt, professor of social work in the Graduate School of Social Service at Fordham University,isco08-2310/231 (professor),naics-61/62 (university),naicsKZ-2310 (professor)
Indobit-A-NYT1982_1001-1500-67.txt, the character actor who was a veteran of hundreds of movies and television roles,OccTitleAlec-150(actor),isco08-2655 (actor),naics-51/71 (television),naicsKZ-2654/2655 (television),naicsKZ-2655 (actor)
Indobit-A-NYT1981 - Oct 1 - Dec 31-29.txt, a retired real-estate investment banker,OccTitleAlec-020(investment banker),isco08-241 (investment banker)
Indobit-A-NYT1986_1-500-366.txt, a scenic and costume designer for the dance and the theater,isco08-216/2163/2654 (designer),isco08-2163 (scenic and costume designer),isco08-2654 (theater),naics-71 (theater),naicsKZ-2653 (dance),naicsKZ-2652/2653/2654/2655 (theater)
Indobit-A-NYT1985 - Jan 1 - March 31-305.txt, a college dropout who became the driving force behind the growth of the Coca-Cola Company and built it into an international financial empire,naics-54/31 (company),naics-61 (college),naics-42 (coca-cola company)
Indobit-A-NYT1981 - July 1 - Sep 30-329.txt," the crippled Irish author who wrote by typing with the little toe of his left foot, choked to death Sunday while having dinner at home in Parbrook, a village in Somerset",isco08-264/2641 (author),naicsKZ-2641 (author)
Indobit-A-NYT1983 - Oct 1 - Dec 31-350.txt, a boxer turned artist who painted President Franklin D. Roosevelt and other well-known people,"OccTitleAlec-141, 144(artist)",isco08-1120/11/2636/112/1111/1112/1114 (president),isco08-2651/3421/1111 (artist),isco08-3421 (boxer),naicsKZ-265 (artist),naicsKZ-1120 (president)
Indobit-A-NYT1983 - July 1 - Sep 30-344.txt," former vice president in charge of sales for the Paper Novelty Manufacturing Company of New York City and Stamford, Conn., a producer of Christmas decorations","OccTitleAlec-159, 187, 962(producer)",isco08-1120/11/2636/112/1111/1112/1114 (president),isco08-12/2654 (producer),isco08-1120/121/12 (vice president),naics-54/31 (company),naics-31 (paper novelty manufacturing company),naics-31 (manufacturing),naicsKZ-2654 (producer),naicsKZ-1120 (president),naicsKZ-1120 (vice)
Indobit-A-NYT1981 - Jan 1 - March 31-127.txt, superintendent of the United States Coast Guard Academy,isco08-1345 (superintendent),naics-61 (united states coast guard academy),naics-92 (united states),naics-92 (united states coast guard)
Indobit-A-NYT1985 - April 1 - June 30-247.txt, a film and television actor,OccTitleAlec-150(actor),isco08-2655 (actor),naics-51/71 (television),naicsKZ-2654/2655 (television),naicsKZ-2654/2655 (film),naicsKZ-2655 (actor)
Indobit-A-NYT1984_1001-1500-128.txt, chief of clinical psychiatry at the Manhattan Psychiatric Center on Wards Island,isco08-1112/1 (chief),isco08-2212 (psychiatry),naics-61 (manhattan psychiatric center),naicsKZ-2212 (psychiatry)
Indobit-A-NYT1981 - Jan 1 - March 31-54.txt, a prominent sociologist,OccTitleAlec-054(sociologist),isco08-2632 (sociologist)
Indobit-A-NYT1983 - April 1 - June 30-311.txt, an agricultural economist and professor emeritus at Rutgers University,OccTitleAlec-050(economist),isco08-2310/231 (professor),isco08-2631 (economist),isco08-231 (professor emeritus),naics-61/62 (university),naics-61 (rutgers university),naicsKZ-2631 (economist),naicsKZ-2310 (professor)
Indobit-A-NYT1983 - July 1 - Sep 30-195.txt, president of the Potash Company of America in Manhattan,isco08-1120/11/2636/112/1111/1112/1114 (president),naics-54/31 (company),naics-21 (potash company),naicsKZ-1120 (president)
Indobit-A-NYT1986_501-1000-45.txt, chief engineer of the New York Department of City Planning,isco08-1112/1 (chief),isco08-21/214 (engineer),isco08-13 (chief engineer),naics-92 (new york department of city planning),naicsKZ-214/215 (engineer)
Indobit-A-NYT1987 - April 1 - June 30-325.txt," a former vice chairman of Ted Bates and Company, the advertising concern",isco08-1120/1/263/1345/11/112/1112 (chairman),isco08-112/1120 (vice chairman),naics-54/31 (company),naics-54 (ted bates and company),naicsKZ-1120 (chairman),naicsKZ-1120 (vice)
Indobit-A-NYT1984_501-1000-404.txt, executive editor of the papers of Alexander Hamilton and a former president of Brooklyn College,isco08-264/2642 (executive editor),isco08-1120/11/2636/112/1111/1112/1114 (president),isco08-11/12 (executive),isco08-264/12/2541/2641/2642/2651 (editor),naics-61 (college),naics-61 (brooklyn college),naicsKZ-1120 (executive),naicsKZ-2641/2642 (editor),naicsKZ-1120 (president)
Indobit-A-NYT1981 - April 1 - June 30-417.txt, supervisor of audio operations for the CBS televison network,isco08-143 (supervisor),naics-71 (cbs televison network)
Indobit-A-NYT1983 - July 1 - Sep 30-146.txt," former president and chairman of the Philco Corporation, who was a leader in the development and promotion of the car radio",KZ-Forms of Music (radio),isco08-1120/11/2636/112/1111/1112/1114 (president),isco08-1120/1/263/1345/11/112/1112 (chairman),naics-31 (philco),naics-51 (radio),naics-31 (philco corporation),naicsKZ-2652/2654/2655/2656 (radio),naicsKZ-1120 (chairman),naicsKZ-1120 (president)
Indobit-A-NYT1980_501-904-153.txt, a Deputy Minister of Defense responsible for armaments,isco08-1111 (deputy minister),isco08-1112/1111 (minister)
Indobit-A-NYT1980_501-904-157.txt," an author whose works included ''Revolution, 1776,'' a myth-debunking examination of the birth of the United States",isco08-264/2641 (author),naics-92 (united states),naicsKZ-2641 (author)
Indobit-A-NYT1984_1001-1500-258.txt," a New York lawyer and a senior director of the Guardian Life Insurance Company of America, on whose board he had served since 1931",OccTitleAlec-110–111(lawyer),"OccTitleAlec-150, 159(director)",isco08-2611 (lawyer),isco08-1120/1/12/112/1114/2654 (director),naics-54/31 (company),naics-52 (guardian life insurance company),naicsKZ-2611 (lawyer),naicsKZ-1120 (director)
Indobit-A-NYT1983 - April 1 - June 30-162.txt," an actor who appeared on Broadway, on television and in the movies",OccTitleAlec-150(actor),isco08-2655 (actor),naics-71 (broadway),naics-51/71 (television),naicsKZ-2654/2655 (television),naicsKZ-2655 (actor)
Indobit-A-NYT1982_501-1000-125.txt, dean of the Hofstra University School of Business,isco08-1345/12 (dean),naics-61 (hofstra university school of business),naics-61/62 (university),naicsKZ-2310 (dean)
Indobit-A-NYT1985 - Oct 1 - Dec 31-18.txt, former associate dean for student counseling at the Massachusetts Institute of Technology,isco08-1345 (associate dean),isco08-1345/12 (dean),naics-61 (massachusetts institute of technology),naicsKZ-2310 (dean)
Indobit-A-NYT1987 - April 1 - June 30-311.txt, a business executive and former president of the Grocery Manufacturers of America,isco08-1120/11/2636/112/1111/1112/1114 (president),isco08-11/12 (executive),isco08-1/12 (business executive),naics-81 (grocery manufacturers of america),naicsKZ-1120 (executive),naicsKZ-1120 (president)
Indobit-A-NYT1982_501-1000-456.txt, Secretary of the Navy in the Truman Administration,isco08-1112 (secretary of the navy),isco08-1219 (secretary),naics-92 (navy),naics-92 (truman administration)
Indobit-A-NYT1983 - Oct 1 - Dec 31-317.txt, former vice president for personnel services and secretary of St. John's University in Queens,isco08-1120/11/2636/112/1111/1112/1114 (president),isco08-1219 (secretary),isco08-1212 (vice president for personnel services),isco08-1120/121/12 (vice president),naics-61/62 (university),naics-61 (queens),naics-61 (st. john's university),naicsKZ-1120 (president),naicsKZ-1120 (vice)
Indobit-A-NYT1986_501-1000-2.txt, a former executive editor of The Dallas Morning News whose journalism career spanned more than four decades,isco08-264/2642 (executive editor),isco08-11/12 (executive),isco08-264/12/2541/2641/2642/2651 (editor),naics-51 (dallas morning news),naicsKZ-1120 (executive),naicsKZ-2641/2642 (editor)
Indobit-A-NYT1987 - April 1 - June 30-362.txt, a former advertising executive and an international lottery and sports betting consultant,isco08-12/1222/1223 (sports betting consultant),isco08-2/2631/231 (consultant),isco08-11/12 (executive),isco08-1222 (advertising executive),naicsKZ-1120 (executive)
Indobit-A-NYT1982_501-1000-297.txt, a social psychologist and epidemiologist who pioneered in studying the relationship between stressful life events and the development of mental illness,OccTitleAlec-045(psychologist),"OccTitleAlec-041, 070, 073(epidemiologist)",isco08-2634 (psychologist),isco08-2269 (epidemiologist),isco08-2634 (social psychologist),naicsKZ-2634 (psychologist)
Indobit-A-NYT1986_501-1000-227.txt, the president of an international trading company who placed a number of newspaper advertisments expressing his opinions on public issues over two decades,isco08-1120/11/2636/112/1111/1112/1114 (president),naics-54/31 (company),naics-51 (newspaper),naics-42 (international trading company),naicsKZ-1120 (president)
Indobit-A-NYT1982_1001-1500-394.txt, a pioneer of psychoanalysis in Israel,naics-62 (psychoanalysis)
Indobit-A-NYT1983 - Jan 1 - March 31-295.txt," who built a newspaper empire in Minneapolis and used it to fight for internationalism, education and religious tolerance",naics-51 (newspaper)
Indobit-A-NYT1981 - April 1 - June 30-354.txt, a retired Family Court judge in Queens,OccTitleAlec-111(judge),isco08-2612 (judge),naics-61 (queens),naicsKZ-2422 (judge)
Indobit-A-NYT1984_501-1000-437.txt," retired regional director of Management Planning Inc. in Princeton, N.J., a securities evaluation concern","OccTitleAlec-150, 159(director)",isco08-1120/1/12/112/1114/2654 (director),isco08-12 (regional director),naics-62 (princeton),naics-52 (securities evaluation concern),naicsKZ-1120 (director)
Indobit-A-NYT1986_501-1000-457.txt," the former exec-utive director of the News Election Service, a cooperative that collects and distributes returns for Presidential, gubernatorial and Congressional elections","OccTitleAlec-150, 159(director)",isco08-1120/1/12/112/1114/2654 (director),isco08-12 (exec-utive director),naics-51 (cooperative),naics-51 (news election service),naicsKZ-1120 (director)
Indobit-A-NYT1985 - Jan 1 - March 31-150.txt, former executive director of the Delaware River Basin Commission,"OccTitleAlec-150, 159(director)",isco08-1112/112/1210/1114/1120 (executive director),isco08-1120/1/12/112/1114/2654 (director),isco08-11/12 (executive),naics-92 (delaware river basin commission),naicsKZ-1120 (executive),naicsKZ-1120 (director)
Indobit-A-NYT1983 - Jan 1 - March 31-393.txt, a leading arms control negotiator and former dean of the Georgetown University Law Center,isco08-1112/1345 (arms control negotiator),isco08-1345/12 (dean),naics-61/62 (university),naics-61 (georgetown university law center),naicsKZ-2310 (dean)
Indobit-A-NYT1985 - Oct 1 - Dec 31-28.txt," who started radio station WWRL-AM in his living room in Woodside, Queens, in 1926 and went on to own three other stations as well",KZ-Forms of Music (radio),naics-61 (queens),naics-51 (radio),naicsKZ-2652/2654/2655/2656 (radio)
Indobit-A-NYT1980_501-904-149.txt, vice president and former editor in chief of Crown Publishers Inc.,isco08-1120/11/2636/112/1111/1112/1114 (president),isco08-1112/1 (chief),isco08-2642 (editor in chief),isco08-1120/121/12 (vice president),isco08-264/12/2541/2641/2642/2651 (editor),naicsKZ-2641/2642 (editor),naicsKZ-1120 (president),naicsKZ-1120 (vice)
Indobit-A-NYT1983 - July 1 - Sep 30-351.txt, former dean of the Cathedral of St. John the Divine and rector of Trinity Parish in Manhattan from 1966 to 1971,isco08-1345 (rector),isco08-1345/12 (dean),naics-81 (trinity parish),naics-81 (cathedral of st. john the divine),naicsKZ-2310 (dean)
Indobit-A-NYT1983 - Oct 1 - Dec 31-261.txt," a journalist and author of more than 100 books, including the comic novel ''The Mouse That Roared",OccTitleAlec-131–132(journalist),isco08-2641 (books),isco08-2641 (novel),isco08-264/2641 (author),isco08-2642 (journalist),naicsKZ-2642 (journalist),naicsKZ-2641 (novel),naicsKZ-2641 (author)
Indobit-A-NYT1982_1501-1630-33.txt, retired vice president of the Central Hanover Bank and Trust Company,isco08-1120/11/2636/112/1111/1112/1114 (president),isco08-1120/121/12 (vice president),naics-54/31 (company),naics-52 (central hanover bank and trust company),naicsKZ-1120 (president),naicsKZ-1120 (vice)
Indobit-A-NYT1981 - Oct 1 - Dec 31-137.txt," a founder of Renfield Importers Ltd., a leading importer of wine and liquors",isco08-112/1120/1114/2654 (founder),naics-42 (importer of wine and liquors),naicsKZ-1120 (founder)
Indobit-A-NYT1984_1-500-59.txt, a leading pharmacologist,"OccTitleAlec-041, 073(pharmacologist)",isco08-226 (pharmacologist)
Indobit-A-NYT1980_501-904-114.txt, a longtime actress,isco08-2655 (actress),naicsKZ-2655 (actress)
Indobit-A-NYT1982_501-1000-400.txt, president of Alixandre Furs Inc. of Manhattan and of Brookdale Hospital Medical Center,isco08-1120/11/2636/112/1111/1112/1114 (president),naics- (brookdale hospital),naics-62 (medical center),naics-62 (hospital),naicsKZ-1120 (president)
Indobit-A-NYT1986_1501-1568-32.txt," a career diplomat who specialized in Eastern Europe, was thrown out of Hungary at the height of the cold war and went on to write the draft of the human rights provisions of the Helsinki accords of 1975",isco08-1112 (diplomat)
Indobit-A-NYT1982_1-500-354.txt, a world-renowned chef who was the last student of the great French master Auguste Escoffier,naicsKZ-3434 (chef)
Indobit-A-NYT1983 - April 1 - June 30-328.txt," the British musicologist and conductor who successfully revived neglected works by Handel, Purcell and Rameau",isco08-2652 (conductor),naicsKZ-2652 (conductor)
Indobit-A-NYT1986_1001-1500-232.txt, for many years a New York rare book dealer and collector,isco08-1420 (dealer)
Indobit-A-NYT1981 - July 1 - Sep 30-191.txt, founder and musical director of the Friends of French Opera,"OccTitleAlec-150, 159(director)",KZ-Forms of Music (musical),KZ-Forms of Music (opera),isco08-112/1120/1114/2654 (founder),isco08-1120/1/12/112/1114/2654 (director),naicsKZ-1120 (founder),naicsKZ-2652/2654 (opera),naicsKZ-1120 (director)
Indobit-A-NYT1983 - July 1 - Sep 30-124.txt, an adviser to President Kennedy on Latin America and the dean of the Graduate School of Architecture and Urban Planning at the University of California at Los Angeles since 1968,KZ-Genre (Latin),isco08-11 (adviser),isco08-1120/11/2636/112/1111/1112/1114 (president),isco08-1345/12 (dean),naics-61/62 (university),naicsKZ-2161/2162 (architecture),naicsKZ-2310 (dean),naicsKZ-1120 (president)
Indobit-A-NYT1984_1-500-256.txt, a teacher and administrator at private schools for girls in Manhattan for 29 years,isco08-23/231 (teacher),isco08-1/12 (administrator),naicsKZ-23 (teacher)
Indobit-A-NYT1982_501-1000-305.txt, a retired executive with the City University of New York grants program,isco08-11/12 (executive),naics-61/62 (university),naicsKZ-1120 (executive)
Indobit-A-NYT1981 - July 1 - Sep 30-403.txt, director of the New York Academy of Medicine since 1967,"OccTitleAlec-150, 159(director)",isco08-1120/1/12/112/1114/2654 (director),naicsKZ-1120 (director)
Indobit-A-NYT1984_501-1000-247.txt, the actress who portrayed Jennifer Beals's figure-skating friend in the 1983 film ''Flashdance,isco08-2655 (actress),naicsKZ-2655 (actress),naicsKZ-2654/2655 (film)
Indobit-A-NYT1983 - April 1 - June 30-46.txt, a writer on society and the performing arts and a publicity agent for many prominent opera singers,OccTitleAlec-152(singers),KZ-Forms of Music (opera),isco08-2641 (writer),naicsKZ-2641/2642 (writer),naicsKZ-2652/2654 (opera)
Indobit-A-NYT1985 - July 1 - Sep 30-143.txt, a freelance photographer whose work appeared in Life and Look magazines,OccTitleAlec-143(photographer),isco08-3431 (photographer),naicsKZ-3431 (photographer)
Indobit-A-NYT1981 - April 1 - June 30-365.txt," a partner in the Manhattan law firm of Gilbert, Segall & Young",isco08-2611 (law firm),isco08-112/1120/2611/241 (partner),naics-54 (law firm)
Indobit-A-NYT1983 - Jan 1 - March 31-90.txt, former chief executive officer of the New York State Liquor Authority,isco08-1120 (chief executive officer),isco08-1120/11 (chief executive),isco08-1112/1 (chief),isco08-11/12 (executive),naicsKZ-1120 (executive)
Indobit-A-NYT1980_1-500-332.txt, 83 years old and believed to be the country's oldest volunteer firefighter,OccTitleAlec-373(firefighter),KZ-Genre (country)
